Track,Artist,Tag,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
CLASSY 101,Feid,Gianluca,0.859,0.658,11,-4.79,1,0.159,0.145,0,0.12,0.672,100.065,audio_features,6XSqqQIy7Lm7SnwxS4NrGx,spotify:track:6XSqqQIy7Lm7SnwxS4NrGx,https://api.spotify.com/v1/tracks/6XSqqQIy7Lm7SnwxS4NrGx,https://api.spotify.com/v1/audio-analysis/6XSqqQIy7Lm7SnwxS4NrGx,195987,4
GANGSTER (PQFNEDG),Ovy On The Drums,Gianluca,0.627,0.828,9,-3.586,0,0.124,0.222,0,0.109,0.712,176.08,audio_features,3Yw6KJjm8ycybvl6UdW9dq,spotify:track:3Yw6KJjm8ycybvl6UdW9dq,https://api.spotify.com/v1/tracks/3Yw6KJjm8ycybvl6UdW9dq,https://api.spotify.com/v1/audio-analysis/3Yw6KJjm8ycybvl6UdW9dq,215470,4
Holanda,Jhayco,Gianluca,0.831,0.759,1,-3.627,0,0.0502,0.277,0,0.125,0.244,107.961,audio_features,6irysuQyZWd7Bjj7ePiOs2,spotify:track:6irysuQyZWd7Bjj7ePiOs2,https://api.spotify.com/v1/tracks/6irysuQyZWd7Bjj7ePiOs2,https://api.spotify.com/v1/audio-analysis/6irysuQyZWd7Bjj7ePiOs2,231693,4
QUIZÁS SI QUIZÁS NO,Alvaro Diaz,Gianluca,0.654,0.767,5,-5.061,0,0.048,0.0556,0.00118,0.305,0.615,173.933,audio_features,3WQhuJnlOTV9RiDZx2tDFF,spotify:track:3WQhuJnlOTV9RiDZx2tDFF,https://api.spotify.com/v1/tracks/3WQhuJnlOTV9RiDZx2tDFF,https://api.spotify.com/v1/audio-analysis/3WQhuJnlOTV9RiDZx2tDFF,203213,4
LA CHAMBA,Arcángel,Gianluca,0.802,0.84,7,-3.209,1,0.067,0.197,0,0.386,0.689,94.012,audio_features,1gjAVqB8sPT5i96wXUWcJR,spotify:track:1gjAVqB8sPT5i96wXUWcJR,https://api.spotify.com/v1/tracks/1gjAVqB8sPT5i96wXUWcJR,https://api.spotify.com/v1/audio-analysis/1gjAVqB8sPT5i96wXUWcJR,173617,4
Tus Ojos,Super Yei,Gianluca,0.788,0.849,6,-3.65,0,0.0483,0.224,4.01e-05,0.0863,0.579,102.014,audio_features,2dxWLn6IXNoi8EGmbFNmzc,spotify:track:2dxWLn6IXNoi8EGmbFNmzc,https://api.spotify.com/v1/tracks/2dxWLn6IXNoi8EGmbFNmzc,https://api.spotify.com/v1/audio-analysis/2dxWLn6IXNoi8EGmbFNmzc,251765,4
NO PARE - REMIX,NATTI NATASHA,Gianluca,0.872,0.815,11,-2.917,0,0.101,0.171,3.02e-06,0.25,0.637,99.978,audio_features,64eezAxFI6wjCPcshao8Pe,spotify:track:64eezAxFI6wjCPcshao8Pe,https://api.spotify.com/v1/tracks/64eezAxFI6wjCPcshao8Pe,https://api.spotify.com/v1/audio-analysis/64eezAxFI6wjCPcshao8Pe,185412,4
OJOS FERRARI,KAROL G,Gianluca,0.9,0.707,1,-2.792,1,0.0934,0.161,4.25e-05,0.176,0.634,124.042,audio_features,5yAIrkplUEpMNeojW8Q30o,spotify:track:5yAIrkplUEpMNeojW8Q30o,https://api.spotify.com/v1/tracks/5yAIrkplUEpMNeojW8Q30o,https://api.spotify.com/v1/audio-analysis/5yAIrkplUEpMNeojW8Q30o,180040,4
EN LA RAYA,Caleb Calloway,Gianluca,0.602,0.595,10,-5.679,0,0.0702,0.121,0.00112,0.111,0.538,125.073,audio_features,3Dn8Rdbaf9F5zgDluiVf11,spotify:track:3Dn8Rdbaf9F5zgDluiVf11,https://api.spotify.com/v1/tracks/3Dn8Rdbaf9F5zgDluiVf11,https://api.spotify.com/v1/audio-analysis/3Dn8Rdbaf9F5zgDluiVf11,164559,4
La Bebe - Remix,Yng Lvcas,Gianluca,0.812,0.479,2,-5.678,0,0.333,0.213,1.21e-06,0.0756,0.559,169.922,audio_features,2UW7JaomAMuX9pZrjVpHAU,spotify:track:2UW7JaomAMuX9pZrjVpHAU,https://api.spotify.com/v1/tracks/2UW7JaomAMuX9pZrjVpHAU,https://api.spotify.com/v1/audio-analysis/2UW7JaomAMuX9pZrjVpHAU,234353,4
Sofi - Remix,Samueliyo Baby,Gianluca,0.734,0.799,0,-5.131,1,0.096,0.0193,0,0.326,0.362,99.957,audio_features,7hjHRDKZTcccrN8P3udrzP,spotify:track:7hjHRDKZTcccrN8P3udrzP,https://api.spotify.com/v1/tracks/7hjHRDKZTcccrN8P3udrzP,https://api.spotify.com/v1/audio-analysis/7hjHRDKZTcccrN8P3udrzP,171611,4
UNA NOCHE EN MEDELLÍN - REMIX,KAROL G,Gianluca,0.843,0.764,10,-2.494,0,0.0741,0.0356,0,0.0448,0.872,96.025,audio_features,6ejks4eS7DOoYW8hrpRcDV,spotify:track:6ejks4eS7DOoYW8hrpRcDV,https://api.spotify.com/v1/tracks/6ejks4eS7DOoYW8hrpRcDV,https://api.spotify.com/v1/audio-analysis/6ejks4eS7DOoYW8hrpRcDV,205145,4
El Dueño de la Aldea,Gamalier,Gianluca,0.818,0.767,9,-5.445,1,0.115,0.00535,0.142,0.0918,0.796,94.005,audio_features,0fSKa6GZz5h7IzbIogaAIr,spotify:track:0fSKa6GZz5h7IzbIogaAIr,https://api.spotify.com/v1/tracks/0fSKa6GZz5h7IzbIogaAIr,https://api.spotify.com/v1/audio-analysis/0fSKa6GZz5h7IzbIogaAIr,153198,4
Corazón Roto pt. 3,Brray,Gianluca,0.852,0.76,1,-5.34,0,0.0453,0.374,3.2e-06,0.102,0.806,92.983,audio_features,0W5wp4qU6EUc1VGCp8GM74,spotify:track:0W5wp4qU6EUc1VGCp8GM74,https://api.spotify.com/v1/tracks/0W5wp4qU6EUc1VGCp8GM74,https://api.spotify.com/v1/audio-analysis/0W5wp4qU6EUc1VGCp8GM74,348720,4
OKI DOKI,KAROL G,Gianluca,0.835,0.753,2,-4.167,0,0.0521,0.204,0.000186,0.384,0.583,105.982,audio_features,601dhwn8qc31FrSlMu5wEf,spotify:track:601dhwn8qc31FrSlMu5wEf,https://api.spotify.com/v1/tracks/601dhwn8qc31FrSlMu5wEf,https://api.spotify.com/v1/audio-analysis/601dhwn8qc31FrSlMu5wEf,143790,4
Gatita Pretty,Alejo,Gianluca,0.77,0.688,2,-6.121,1,0.0449,0.371,0,0.367,0.688,100.028,audio_features,3eVawWPgMeCZCp6ydblt1a,spotify:track:3eVawWPgMeCZCp6ydblt1a,https://api.spotify.com/v1/tracks/3eVawWPgMeCZCp6ydblt1a,https://api.spotify.com/v1/audio-analysis/3eVawWPgMeCZCp6ydblt1a,138948,4
CUANDO BAJE EL SOL,Rauw Alejandro,Gianluca,0.794,0.756,9,-2.4,1,0.0641,0.327,0,0.334,0.568,99.977,audio_features,4OVHxReloGwGriqVFF2M79,spotify:track:4OVHxReloGwGriqVFF2M79,https://api.spotify.com/v1/tracks/4OVHxReloGwGriqVFF2M79,https://api.spotify.com/v1/audio-analysis/4OVHxReloGwGriqVFF2M79,166740,4
UN PREVIEW,Bad Bunny,Gianluca,0.786,0.814,1,-3.318,1,0.0873,0.0383,3.67e-05,0.22,0.365,95.084,audio_features,63ui2w3QJBp8xx0c1MJB2Z,spotify:track:63ui2w3QJBp8xx0c1MJB2Z,https://api.spotify.com/v1/tracks/63ui2w3QJBp8xx0c1MJB2Z,https://api.spotify.com/v1/audio-analysis/63ui2w3QJBp8xx0c1MJB2Z,165582,4
Te Menti,Ozuna,Gianluca,0.811,0.676,9,-4.416,0,0.046,0.42,1.9e-06,0.102,0.543,97.014,audio_features,1QtKYyXEw9tSMIlK4RfA8B,spotify:track:1QtKYyXEw9tSMIlK4RfA8B,https://api.spotify.com/v1/tracks/1QtKYyXEw9tSMIlK4RfA8B,https://api.spotify.com/v1/audio-analysis/1QtKYyXEw9tSMIlK4RfA8B,187130,4
Yankee 150,Yandel,Gianluca,0.72,0.821,6,-2.488,0,0.0681,0.0953,0.000167,0.0929,0.628,167.998,audio_features,28BSTgZH1ckI8Xfy8LXaRz,spotify:track:28BSTgZH1ckI8Xfy8LXaRz,https://api.spotify.com/v1/tracks/28BSTgZH1ckI8Xfy8LXaRz,https://api.spotify.com/v1/audio-analysis/28BSTgZH1ckI8Xfy8LXaRz,242667,4
Copa Vacía,Shakira,Gianluca,0.789,0.649,0,-5.765,1,0.0714,0.0409,3.64e-05,0.0773,0.589,89.999,audio_features,2iVgM5C7m1G4CJGbms301G,spotify:track:2iVgM5C7m1G4CJGbms301G,https://api.spotify.com/v1/tracks/2iVgM5C7m1G4CJGbms301G,https://api.spotify.com/v1/audio-analysis/2iVgM5C7m1G4CJGbms301G,174809,4
Praka,Mike Goldman,Gianluca,0.87,0.659,0,-6.34,1,0.159,0.113,0.0035,0.813,0.676,94.005,audio_features,3srdLU4P5k5ieOOHN5yLgW,spotify:track:3srdLU4P5k5ieOOHN5yLgW,https://api.spotify.com/v1/tracks/3srdLU4P5k5ieOOHN5yLgW,https://api.spotify.com/v1/audio-analysis/3srdLU4P5k5ieOOHN5yLgW,169410,4
WATATI (feat. Aldo Ranks) [From Barbie The Album],KAROL G,Gianluca,0.893,0.851,3,-5.342,0,0.0979,0.145,6.49e-05,0.319,0.959,110.002,audio_features,6MZi5j60L80SZLBxN0bv8s,spotify:track:6MZi5j60L80SZLBxN0bv8s,https://api.spotify.com/v1/tracks/6MZi5j60L80SZLBxN0bv8s,https://api.spotify.com/v1/audio-analysis/6MZi5j60L80SZLBxN0bv8s,166882,4
QUEMA,Ryan Castro,Gianluca,0.791,0.892,0,-2.58,1,0.0521,0.0509,0.000355,0.0609,0.916,97.008,audio_features,2hn2zOA2XFlv6DSmesylrL,spotify:track:2hn2zOA2XFlv6DSmesylrL,https://api.spotify.com/v1/tracks/2hn2zOA2XFlv6DSmesylrL,https://api.spotify.com/v1/audio-analysis/2hn2zOA2XFlv6DSmesylrL,150619,4
Nada Con Vos,Paloma Lomax,Gianluca,0.879,0.544,6,-6.817,1,0.0657,0.202,0.000203,0.127,0.583,91.988,audio_features,6IO5vpyEUBsiGBuTlLhdMk,spotify:track:6IO5vpyEUBsiGBuTlLhdMk,https://api.spotify.com/v1/tracks/6IO5vpyEUBsiGBuTlLhdMk,https://api.spotify.com/v1/audio-analysis/6IO5vpyEUBsiGBuTlLhdMk,187826,4
Ex-Special,Jhayco,Gianluca,0.782,0.747,10,-3.408,0,0.0473,0.0356,0,0.174,0.644,119.993,audio_features,4ix1NGkHZEiVyzoQ6cEVs3,spotify:track:4ix1NGkHZEiVyzoQ6cEVs3,https://api.spotify.com/v1/tracks/4ix1NGkHZEiVyzoQ6cEVs3,https://api.spotify.com/v1/audio-analysis/4ix1NGkHZEiVyzoQ6cEVs3,229627,4
Goodbye,Venesti,Gianluca,0.711,0.752,5,-3.801,1,0.152,0.242,0,0.208,0.43,92.165,audio_features,7MwKsGD4AQV8Dgxmp0s8Qx,spotify:track:7MwKsGD4AQV8Dgxmp0s8Qx,https://api.spotify.com/v1/tracks/7MwKsGD4AQV8Dgxmp0s8Qx,https://api.spotify.com/v1/audio-analysis/7MwKsGD4AQV8Dgxmp0s8Qx,181902,4
Arranca (feat. Omega),Becky G,Gianluca,0.931,0.793,0,-4.666,0,0.133,0.0378,4.63e-06,0.0748,0.856,117.999,audio_features,6IdcyYfBz9LG3SWIKVyNgh,spotify:track:6IdcyYfBz9LG3SWIKVyNgh,https://api.spotify.com/v1/tracks/6IdcyYfBz9LG3SWIKVyNgh,https://api.spotify.com/v1/audio-analysis/6IdcyYfBz9LG3SWIKVyNgh,166529,4
Gato de Noche,Ñengo Flow,Gianluca,0.892,0.662,8,-3.894,1,0.162,0.169,1.24e-06,0.363,0.607,93.976,audio_features,54ELExv56KCAB4UP9cOCzC,spotify:track:54ELExv56KCAB4UP9cOCzC,https://api.spotify.com/v1/tracks/54ELExv56KCAB4UP9cOCzC,https://api.spotify.com/v1/audio-analysis/54ELExv56KCAB4UP9cOCzC,227013,4
AMARGURA,KAROL G,Gianluca,0.92,0.696,6,-3.356,0,0.0742,0.183,0,0.149,0.545,106.966,audio_features,505v13epFXodT9fVAJ6h8k,spotify:track:505v13epFXodT9fVAJ6h8k,https://api.spotify.com/v1/tracks/505v13epFXodT9fVAJ6h8k,https://api.spotify.com/v1/audio-analysis/505v13epFXodT9fVAJ6h8k,170480,4
DVD,Bernier,Gianluca,0.833,0.801,5,-2.249,0,0.0829,0.0932,2.8e-06,0.137,0.378,95.016,audio_features,3dEJNqPiZOS34BhrzZQzI7,spotify:track:3dEJNqPiZOS34BhrzZQzI7,https://api.spotify.com/v1/tracks/3dEJNqPiZOS34BhrzZQzI7,https://api.spotify.com/v1/audio-analysis/3dEJNqPiZOS34BhrzZQzI7,164841,4
Marisola - Remix,Cris Mj,Gianluca,0.765,0.872,1,-5.863,1,0.0498,0.173,5.65e-06,0.0749,0.722,94.999,audio_features,0NO2zL0kw8sGGnaMvHKAZF,spotify:track:0NO2zL0kw8sGGnaMvHKAZF,https://api.spotify.com/v1/tracks/0NO2zL0kw8sGGnaMvHKAZF,https://api.spotify.com/v1/audio-analysis/0NO2zL0kw8sGGnaMvHKAZF,237474,4
"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap,Gianluca,0.778,0.632,2,-5.6,0,0.0493,0.274,0,0.0915,0.498,122.104,audio_features,4nrPB8O7Y7wsOCJdgXkthe,spotify:track:4nrPB8O7Y7wsOCJdgXkthe,https://api.spotify.com/v1/tracks/4nrPB8O7Y7wsOCJdgXkthe,https://api.spotify.com/v1/audio-analysis/4nrPB8O7Y7wsOCJdgXkthe,218289,4
PUNTO 40,Rauw Alejandro,Gianluca,0.857,0.829,0,-0.484,1,0.0842,0.00112,0.015,0.255,0.208,106.993,audio_features,58cEG7FsVoipRiRKUMgOjo,spotify:track:58cEG7FsVoipRiRKUMgOjo,https://api.spotify.com/v1/tracks/58cEG7FsVoipRiRKUMgOjo,https://api.spotify.com/v1/audio-analysis/58cEG7FsVoipRiRKUMgOjo,190654,4
To' To,Venesti,Gianluca,0.819,0.81,5,-2.247,0,0.0711,0.133,0.000123,0.273,0.597,93.985,audio_features,0aGsbDBarXbouowh5LNm7T,spotify:track:0aGsbDBarXbouowh5LNm7T,https://api.spotify.com/v1/tracks/0aGsbDBarXbouowh5LNm7T,https://api.spotify.com/v1/audio-analysis/0aGsbDBarXbouowh5LNm7T,163975,4
La Llevo Al Cielo (Ft. Ñengo Flow),Chris Jedi,Gianluca,0.795,0.845,9,-3.809,0,0.135,0.105,1.14e-05,0.172,0.769,170.023,audio_features,6DoL1yYIwEW7VZMRaJhoJI,spotify:track:6DoL1yYIwEW7VZMRaJhoJI,https://api.spotify.com/v1/tracks/6DoL1yYIwEW7VZMRaJhoJI,https://api.spotify.com/v1/audio-analysis/6DoL1yYIwEW7VZMRaJhoJI,254920,4
GATÚBELA,KAROL G,Gianluca,0.627,0.858,11,-2.824,0,0.386,0.263,0,0.21,0.342,92.523,audio_features,1ga4PztXOIw1yBbdUt2X8v,spotify:track:1ga4PztXOIw1yBbdUt2X8v,https://api.spotify.com/v1/tracks/1ga4PztXOIw1yBbdUt2X8v,https://api.spotify.com/v1/audio-analysis/1ga4PztXOIw1yBbdUt2X8v,209160,4
El Father,De La Ghetto,Gianluca,0.777,0.633,8,-6.289,1,0.0962,0.32,4.52e-06,0.116,0.512,173.726,audio_features,3l1KMArNsKOR29ppTBhCzw,spotify:track:3l1KMArNsKOR29ppTBhCzw,https://api.spotify.com/v1/tracks/3l1KMArNsKOR29ppTBhCzw,https://api.spotify.com/v1/audio-analysis/3l1KMArNsKOR29ppTBhCzw,195873,4
Divino,Romy Low,Gianluca,0.623,0.676,7,-4.655,1,0.16,0.0829,0,0.111,0.48,169.962,audio_features,1kxKnvzIHl4sOVacFI807b,spotify:track:1kxKnvzIHl4sOVacFI807b,https://api.spotify.com/v1/tracks/1kxKnvzIHl4sOVacFI807b,https://api.spotify.com/v1/audio-analysis/1kxKnvzIHl4sOVacFI807b,164471,4
BESO,ROSALÍA,Gianluca,0.768,0.644,5,-6.671,0,0.136,0.736,0.000837,0.173,0.53,95.05,audio_features,609E1JCInJncactoMmkDon,spotify:track:609E1JCInJncactoMmkDon,https://api.spotify.com/v1/tracks/609E1JCInJncactoMmkDon,https://api.spotify.com/v1/audio-analysis/609E1JCInJncactoMmkDon,194543,4
PASIEMPRE,Tainy,Gianluca,0.654,0.811,0,-4.18,1,0.106,0.0401,0,0.424,0.432,163.303,audio_features,5NhLA2P7AiV3cloVmwtwLS,spotify:track:5NhLA2P7AiV3cloVmwtwLS,https://api.spotify.com/v1/tracks/5NhLA2P7AiV3cloVmwtwLS,https://api.spotify.com/v1/audio-analysis/5NhLA2P7AiV3cloVmwtwLS,343663,4
Besos Moja2,Wisin & Yandel,Gianluca,0.736,0.727,5,-4.642,0,0.0571,0.0584,1.91e-06,0.0976,0.644,94.048,audio_features,6OzUIp8KjuwxJnCWkXp1uL,spotify:track:6OzUIp8KjuwxJnCWkXp1uL,https://api.spotify.com/v1/tracks/6OzUIp8KjuwxJnCWkXp1uL,https://api.spotify.com/v1/audio-analysis/6OzUIp8KjuwxJnCWkXp1uL,229065,4
Luz Prendia - Reloaded,J Alvarez,Gianluca,0.725,0.807,10,-4.287,0,0.123,0.14,0,0.125,0.713,95.024,audio_features,6myYePkCSAiDUBJtNp4jVg,spotify:track:6myYePkCSAiDUBJtNp4jVg,https://api.spotify.com/v1/tracks/6myYePkCSAiDUBJtNp4jVg,https://api.spotify.com/v1/audio-analysis/6myYePkCSAiDUBJtNp4jVg,183950,4
Chulo pt.2,Bad Gyal,Gianluca,0.852,0.881,5,-2.546,0,0.126,0.0602,6.44e-06,0.0682,0.556,96.984,audio_features,0J9g1MMJDhyvOb3NWckHMm,spotify:track:0J9g1MMJDhyvOb3NWckHMm,https://api.spotify.com/v1/tracks/0J9g1MMJDhyvOb3NWckHMm,https://api.spotify.com/v1/audio-analysis/0J9g1MMJDhyvOb3NWckHMm,219333,4
TQG,KAROL G,Gianluca,0.839,0.65,4,-3.38,0,0.212,0.666,0,0.126,0.7,90.015,audio_features,2oMjKuKUEJFuLiVmTq7Vjx,spotify:track:2oMjKuKUEJFuLiVmTq7Vjx,https://api.spotify.com/v1/tracks/2oMjKuKUEJFuLiVmTq7Vjx,https://api.spotify.com/v1/audio-analysis/2oMjKuKUEJFuLiVmTq7Vjx,198360,4
La Jumpa,Arcángel,Gianluca,0.713,0.703,8,-5.769,1,0.194,0.298,0,0.321,0.576,123.06,audio_features,5MxFWjuqQIsbNWbMdMdbli,spotify:track:5MxFWjuqQIsbNWbMdMdbli,https://api.spotify.com/v1/tracks/5MxFWjuqQIsbNWbMdMdbli,https://api.spotify.com/v1/audio-analysis/5MxFWjuqQIsbNWbMdMdbli,255693,4
"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,Gianluca,0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,audio_features,2tTmW7RDtMQtBk7m2rYeSw,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,https://api.spotify.com/v1/tracks/2tTmW7RDtMQtBk7m2rYeSw,https://api.spotify.com/v1/audio-analysis/2tTmW7RDtMQtBk7m2rYeSw,198938,4
Me Porto Bonito,Bad Bunny,Gianluca,0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,audio_features,6Sq7ltF9Qa7SNFBsV5Cogx,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,https://api.spotify.com/v1/tracks/6Sq7ltF9Qa7SNFBsV5Cogx,https://api.spotify.com/v1/audio-analysis/6Sq7ltF9Qa7SNFBsV5Cogx,178567,4
EXÓTICA,Reijy,Gianluca,0.821,0.772,2,-3.975,1,0.0634,0.124,1.44e-06,0.0804,0.586,93.993,audio_features,6EURkzSJVUaHiroDWZ99Gn,spotify:track:6EURkzSJVUaHiroDWZ99Gn,https://api.spotify.com/v1/tracks/6EURkzSJVUaHiroDWZ99Gn,https://api.spotify.com/v1/audio-analysis/6EURkzSJVUaHiroDWZ99Gn,170106,4
LOKERA,Rauw Alejandro,Gianluca,0.834,0.828,11,-2.657,0,0.0452,0.21,5.91e-06,0.103,0.58,102.019,audio_features,79HZAZNnOE97rb2hnI0XQr,spotify:track:79HZAZNnOE97rb2hnI0XQr,https://api.spotify.com/v1/tracks/79HZAZNnOE97rb2hnI0XQr,https://api.spotify.com/v1/audio-analysis/79HZAZNnOE97rb2hnI0XQr,195294,4
La Bachata,Manuel Turizo,Gianluca,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,audio_features,5ww2BF9slyYgNOk37BlC4u,spotify:track:5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/tracks/5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/audio-analysis/5ww2BF9slyYgNOk37BlC4u,162638,4
DESPECHÁ,ROSALÍA,Gianluca,0.914,0.622,7,-6.538,1,0.0892,0.146,1.68e-05,0.0632,0.77,130.04,audio_features,53tfEupEzQRtVFOeZvk7xq,spotify:track:53tfEupEzQRtVFOeZvk7xq,https://api.spotify.com/v1/tracks/53tfEupEzQRtVFOeZvk7xq,https://api.spotify.com/v1/audio-analysis/53tfEupEzQRtVFOeZvk7xq,156788,4
Party,Bad Bunny,Gianluca,0.829,0.799,9,-5.389,1,0.0897,0.0151,0.000543,0.242,0.471,97.013,audio_features,4tYFy8ALRjIZvnvSLw5lxN,spotify:track:4tYFy8ALRjIZvnvSLw5lxN,https://api.spotify.com/v1/tracks/4tYFy8ALRjIZvnvSLw5lxN,https://api.spotify.com/v1/audio-analysis/4tYFy8ALRjIZvnvSLw5lxN,227629,4
Si Te Vas,R3 World Music,Gianluca,0.805,0.562,5,-6.126,0,0.214,0.0942,7.73e-06,0.368,0.429,98.027,audio_features,65Sl5fi4IRsmm4M1JLf4OY,spotify:track:65Sl5fi4IRsmm4M1JLf4OY,https://api.spotify.com/v1/tracks/65Sl5fi4IRsmm4M1JLf4OY,https://api.spotify.com/v1/audio-analysis/65Sl5fi4IRsmm4M1JLf4OY,201205,4
Pantysito,Alejo,Gianluca,0.83,0.739,7,-5.395,0,0.0627,0.136,2.11e-06,0.162,0.631,97.993,audio_features,4srcMdbm2qzVG98tJajHxp,spotify:track:4srcMdbm2qzVG98tJajHxp,https://api.spotify.com/v1/tracks/4srcMdbm2qzVG98tJajHxp,https://api.spotify.com/v1/audio-analysis/4srcMdbm2qzVG98tJajHxp,240413,4
Efecto,Bad Bunny,Gianluca,0.801,0.475,7,-8.797,0,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,audio_features,5Eax0qFko2dh7Rl2lYs3bx,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,https://api.spotify.com/v1/tracks/5Eax0qFko2dh7Rl2lYs3bx,https://api.spotify.com/v1/audio-analysis/5Eax0qFko2dh7Rl2lYs3bx,213061,4
Mas Rica Que Ayer,Anuel AA,Gianluca,0.818,0.666,11,-5.319,1,0.0759,0.343,0,0.0922,0.529,93.95,audio_features,3XjvMZqm2AQ8thMCD6w9w2,spotify:track:3XjvMZqm2AQ8thMCD6w9w2,https://api.spotify.com/v1/tracks/3XjvMZqm2AQ8thMCD6w9w2,https://api.spotify.com/v1/audio-analysis/3XjvMZqm2AQ8thMCD6w9w2,199149,4
MAMIII,Becky G,Gianluca,0.843,0.7,4,-3.563,0,0.0803,0.0934,0,0.14,0.899,93.991,audio_features,1ri9ZUkBJVFUdgwzCnfcYs,spotify:track:1ri9ZUkBJVFUdgwzCnfcYs,https://api.spotify.com/v1/tracks/1ri9ZUkBJVFUdgwzCnfcYs,https://api.spotify.com/v1/audio-analysis/1ri9ZUkBJVFUdgwzCnfcYs,226088,4
Desesperados,Rauw Alejandro,Gianluca,0.869,0.694,1,-3.35,0,0.0783,0.356,0.00125,0.0878,0.511,90.02,audio_features,6ZOcbKub95XSDESsKKuH41,spotify:track:6ZOcbKub95XSDESsKKuH41,https://api.spotify.com/v1/tracks/6ZOcbKub95XSDESsKKuH41,https://api.spotify.com/v1/audio-analysis/6ZOcbKub95XSDESsKKuH41,224997,4
Poblado - Remix,J Balvin,Gianluca,0.813,0.809,3,-5.382,0,0.0846,0.102,1.37e-06,0.377,0.646,93.005,audio_features,1WedZeiezCmCEOzLwhx0hV,spotify:track:1WedZeiezCmCEOzLwhx0hV,https://api.spotify.com/v1/tracks/1WedZeiezCmCEOzLwhx0hV,https://api.spotify.com/v1/audio-analysis/1WedZeiezCmCEOzLwhx0hV,393280,4
REMIX EXCLUSIVO,Feid,Gianluca,0.651,0.557,5,-5.466,0,0.204,0.0358,0,0.154,0.711,87.063,audio_features,3eqCJfgJJs8iKx49KO12s3,spotify:track:3eqCJfgJJs8iKx49KO12s3,https://api.spotify.com/v1/tracks/3eqCJfgJJs8iKx49KO12s3,https://api.spotify.com/v1/audio-analysis/3eqCJfgJJs8iKx49KO12s3,206947,4
VICTORIA,iZaak,Gianluca,0.804,0.624,9,-5.378,1,0.0876,0.247,0.000104,0.172,0.627,84.982,audio_features,0YmXeRxv4o6LrsDaGpLqdg,spotify:track:0YmXeRxv4o6LrsDaGpLqdg,https://api.spotify.com/v1/tracks/0YmXeRxv4o6LrsDaGpLqdg,https://api.spotify.com/v1/audio-analysis/0YmXeRxv4o6LrsDaGpLqdg,200080,4
PONTE NASTY,Rauw Alejandro,Gianluca,0.511,0.866,7,-2.941,1,0.33,0.241,0,0.128,0.582,90.85,audio_features,1cNJ9ODOJF8b6AjhzoYdkv,spotify:track:1cNJ9ODOJF8b6AjhzoYdkv,https://api.spotify.com/v1/tracks/1cNJ9ODOJF8b6AjhzoYdkv,https://api.spotify.com/v1/audio-analysis/1cNJ9ODOJF8b6AjhzoYdkv,242909,4
Instagram - Remix,Blessd,Gianluca,0.787,0.677,11,-2.825,1,0.228,0.199,0.000316,0.0584,0.966,179.951,audio_features,6yMJejrOneyPtkDnrZkEVQ,spotify:track:6yMJejrOneyPtkDnrZkEVQ,https://api.spotify.com/v1/tracks/6yMJejrOneyPtkDnrZkEVQ,https://api.spotify.com/v1/audio-analysis/6yMJejrOneyPtkDnrZkEVQ,243623,4
Gen 3.1,Endo,Gianluca,0.872,0.924,1,-2.207,1,0.153,0.163,0.0121,0.189,0.748,99.012,audio_features,7llC4c0KxCKg2WLcz2V87l,spotify:track:7llC4c0KxCKg2WLcz2V87l,https://api.spotify.com/v1/tracks/7llC4c0KxCKg2WLcz2V87l,https://api.spotify.com/v1/audio-analysis/7llC4c0KxCKg2WLcz2V87l,163224,4
Un Viaje,Jotaerre,Gianluca,0.726,0.778,1,-4.541,1,0.0974,0.151,0,0.156,0.725,175.889,audio_features,3huLeBRjZPOzkePH7ph91y,spotify:track:3huLeBRjZPOzkePH7ph91y,https://api.spotify.com/v1/tracks/3huLeBRjZPOzkePH7ph91y,https://api.spotify.com/v1/audio-analysis/3huLeBRjZPOzkePH7ph91y,285747,4
Gata (feat. Chencho Corleone),Anitta,Gianluca,0.518,0.799,8,-4.316,1,0.123,0.0146,0.000189,0.787,0.882,92.02,audio_features,3SWjpNMVUi5UXz096NbfPr,spotify:track:3SWjpNMVUi5UXz096NbfPr,https://api.spotify.com/v1/tracks/3SWjpNMVUi5UXz096NbfPr,https://api.spotify.com/v1/audio-analysis/3SWjpNMVUi5UXz096NbfPr,206277,4
